Entity,Management 1,Management 2,Management 3,Management 4,Management 5,Date,Amount
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,4/1/23,1030890
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,4/1/23,660300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,4/1/23,155267
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,4/1/23,1187240
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,4/1/23,-76110
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,4/1/23,-38060
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,4/1/23,-76110
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,4/1/23,-38060
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,4/1/23,-380560
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,4/1/23,-76110
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,4/1/23,-76110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,5/1/23,-920890
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,5/1/23,-409280
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,5/1/23,-204640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,5/1/23,-306960
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,5/1/23,-122790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,5/1/23,-81860
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,5/1/23,270640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,5/1/23,1002670
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,5/1/23,651660
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,5/1/23,158427
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,5/1/23,1189950
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,5/1/23,-75390
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,5/1/23,-37700
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,5/1/23,-75390
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,5/1/23,-37700
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,5/1/23,-376970
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,5/1/23,-75390
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,5/1/23,-75390
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,6/1/23,-1011920
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,6/1/23,-449740
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,6/1/23,-224870
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,6/1/23,-337310
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,6/1/23,-134920
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,6/1/23,-89950
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,6/1/23,277550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,6/1/23,1100350
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,6/1/23,679930
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,6/1/23,212993
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,6/1/23,1248320
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,6/1/23,-82850
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,6/1/23,-41420
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,6/1/23,-82850
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,6/1/23,-41420
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,6/1/23,-414240
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,6/1/23,-82850
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,6/1/23,-82850
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,7/1/23,-945700
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,7/1/23,-420310
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,7/1/23,-210160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,7/1/23,-315230
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,7/1/23,-126090
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,7/1/23,-84060
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,7/1/23,263690
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,7/1/23,1037930
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,7/1/23,669210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,7/1/23,173517
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,7/1/23,1195540
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,7/1/23,-77430
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,7/1/23,-38710
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,7/1/23,-77430
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,7/1/23,-38710
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,7/1/23,-387130
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,7/1/23,-77430
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,7/1/23,-77430
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,8/1/23,-965640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,8/1/23,-429170
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,8/1/23,-214590
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,8/1/23,-321880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,8/1/23,-128750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,8/1/23,-85830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,8/1/23,264520
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,8/1/23,1037340
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,8/1/23,672260
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,8/1/23,203753
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,8/1/23,1179300
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,8/1/23,-79060
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,8/1/23,-39530
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,8/1/23,-79060
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,8/1/23,-39530
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,8/1/23,-395290
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,8/1/23,-79060
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,8/1/23,-79060
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,9/1/23,-988210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,9/1/23,-439200
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,9/1/23,-219600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,9/1/23,-329400
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,9/1/23,-131760
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,9/1/23,-87840
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,9/1/23,273590
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,9/1/23,1081960
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,9/1/23,662160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,9/1/23,205550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,9/1/23,1218310
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,9/1/23,-80910
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,9/1/23,-40450
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,9/1/23,-80910
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,9/1/23,-40450
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,9/1/23,-404530
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,9/1/23,-80910
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,9/1/23,-80910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,10/1/23,-1026050
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,10/1/23,-456020
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,10/1/23,-228010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,10/1/23,-342020
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,10/1/23,-136810
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,10/1/23,-91200
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,10/1/23,258780
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,10/1/23,1007490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,10/1/23,674900
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,10/1/23,281770
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,10/1/23,1213730
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,10/1/23,-84000
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,10/1/23,-42000
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,10/1/23,-84000
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,10/1/23,-42000
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,10/1/23,-420020
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,10/1/23,-84000
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,10/1/23,-84000
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,11/1/23,-1076870
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,11/1/23,-478610
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,11/1/23,-239300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,11/1/23,-358960
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,11/1/23,-143580
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,11/1/23,-95720
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,11/1/23,272430
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,11/1/23,1096830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,11/1/23,643720
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,11/1/23,316637
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,11/1/23,1235410
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,11/1/23,-88160
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,11/1/23,-44080
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,11/1/23,-88160
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,11/1/23,-44080
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,11/1/23,-440820
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,11/1/23,-88160
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,11/1/23,-88160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,12/1/23,-1178210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,12/1/23,-523650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,12/1/23,-261820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,12/1/23,-392740
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,12/1/23,-157090
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,12/1/23,-104730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,12/1/23,269790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,12/1/23,1077710
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,12/1/23,679750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,12/1/23,454483
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,12/1/23,1202720
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,12/1/23,-96460
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,12/1/23,-48230
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,12/1/23,-96460
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,12/1/23,-48230
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,12/1/23,-482310
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,12/1/23,-96460
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,12/1/23,-96460
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,1/1/24,-1012300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,1/1/24,-449910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,1/1/24,-224960
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,1/1/24,-337430
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,1/1/24,-134970
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,1/1/24,-89980
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,1/1/24,287630
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,1/1/24,1168700
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,1/1/24,727240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,1/1/24,135180
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,1/1/24,1289420
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,1/1/24,-85330
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,1/1/24,-42660
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,1/1/24,-85330
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,1/1/24,-42660
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,1/1/24,-426640
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,1/1/24,-85330
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,1/1/24,-85330
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,2/1/24,-1008730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,2/1/24,-448320
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,2/1/24,-224160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,2/1/24,-336240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,2/1/24,-134500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,2/1/24,-89660
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,2/1/24,289090
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,2/1/24,1187110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,2/1/24,710560
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,2/1/24,141297
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,2/1/24,1254210
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,2/1/24,-85030
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,2/1/24,-42510
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,2/1/24,-85030
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,2/1/24,-42510
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,2/1/24,-425130
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,2/1/24,-85030
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,2/1/24,-85030
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,3/1/24,-1046160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,3/1/24,-464960
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,3/1/24,-232480
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,3/1/24,-348720
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,3/1/24,-139490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,3/1/24,-92990
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,3/1/24,281340
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,3/1/24,1162270
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,3/1/24,747260
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,3/1/24,151377
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,3/1/24,1363260
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,3/1/24,-88180
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,3/1/24,-44090
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,3/1/24,-88180
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,3/1/24,-44090
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,3/1/24,-440910
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,3/1/24,-88180
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,3/1/24,-88180
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,4/1/24,-1029620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,4/1/24,-457610
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,4/1/24,-228810
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,4/1/24,-343210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,4/1/24,-137280
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,4/1/24,-91520
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,4/1/24,291290
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,4/1/24,1174510
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,4/1/24,700370
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,4/1/24,161563
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,4/1/24,1294060
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,4/1/24,-86790
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,4/1/24,-43390
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,4/1/24,-86790
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,4/1/24,-43390
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,4/1/24,-433940
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,4/1/24,-86790
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,4/1/24,-86790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,5/1/24,-1266990
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,5/1/24,-563110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,5/1/24,-281550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,5/1/24,-422330
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,5/1/24,-168930
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,5/1/24,-112620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,5/1/24,337190
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,5/1/24,1335500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,5/1/24,886910
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,5/1/24,225207
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,5/1/24,1619160
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,5/1/24,-106800
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,5/1/24,-53400
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,5/1/24,-106800
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,5/1/24,-53400
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,5/1/24,-533980
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,5/1/24,-106800
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,5/1/24,-106800
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,6/1/24,-1068060
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,6/1/24,-474690
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,6/1/24,-237350
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,6/1/24,-356020
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,6/1/24,-142410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,6/1/24,-94940
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,6/1/24,283670
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,6/1/24,1096890
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,6/1/24,734790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,6/1/24,236843
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,6/1/24,1266310
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,6/1/24,-90030
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,6/1/24,-45010
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,6/1/24,-90030
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,6/1/24,-45010
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,6/1/24,-450140
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,6/1/24,-90030
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,6/1/24,-90030
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,7/1/24,-1062030
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,7/1/24,-472010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,7/1/24,-236010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,7/1/24,-354010
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,7/1/24,-141600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,7/1/24,-94400
